Name,ItemLevel,Type,Subtype,Cost,Curse,Traits,Rarity,Bulk,Source,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist,Publisher_Source
Portable Weapon Mount (Shielded Tripod),5,,,50,,,Uncommon,3,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Potency Crystal (Greater),9,,,150,,"consumable, magical, talisman",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potency Crystal (Major),15,,,1300,,"consumable, magical, talisman",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Acid Resistance (Greater),14,,,850,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Acid Resistance (Lesser),6,,,45,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Acid Resistance (Moderate),10,,,180,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Cold Resistance (Greater),14,,,850,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Cold Resistance (Lesser),6,,,45,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Cold Resistance (Moderate),10,,,180,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Electricity Resistance (Greater),14,,,850,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Electricity Resistance (Lesser),6,,,45,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Electricity Resistance (Moderate),10,,,180,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Fire Resistance (Greater),14,,,850,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Fire Resistance (Lesser),6,,,45,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Fire Resistance (Moderate),10,,,180,,"consumable, magical, potion",,L,Pathfinder Core Rulebook,,,,,,,,,,,,,,,,,Paizo
Potion of Passing Fancy,4,,,20,,"consumable, magical, potion, uncommon",,L,"Pathfinder #205: Singer, Stalker, Skinsaw Man",,,,,,,,,,,,,,,,,Paizo
Potion of Retaliation (Greater),12,,,400,,"consumable, magical, potion",,,Pathfinder Player Core 2 pg. 304,,,,,,,,,,,,,,,,,Paizo
Potion of Retaliation (Lesser),3,,,12,,"consumable, magical, potion",,,Pathfinder Player Core 2 pg. 304,,,,,,,,,,,,,,,,,Paizo
Potion of Retaliation (Major),18,,,5000,,"consumable, magical, potion",,,Pathfinder Player Core 2 pg. 304,,,,,,,,,,,,,,,,,Paizo
Potion of Retaliation (Minor),1,,,4,,"consumable, magical, potion",,,Pathfinder Player Core 2 pg. 304,,,,,,,,,,,,,,,,,Paizo
Potion of Retaliation (Moderate),6,,,50,,"consumable, magical, potion",,,Pathfinder Player Core 2 pg. 304,,,,,,,,,,,,,,,,,Paizo
Potion of Sonic Resistance (Greater),14,,,850,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Sonic Resistance (Lesser),6,,,45,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Potion of Sonic Resistance (Moderate),10,,,180,,"consumable, magical, potion",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Power Suit,,,,,,,,,,,,,,,,,,,,,,,,,,
Practice Target,,,,,,,,,,,,,,,,,,,,,,,,,,
Prankster's Perpetual Pieplate,1,,,12,,magical,Rare,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Primal Pollen,5,,,25,,"consumable, inhaled, magical, poison, primal",,L,Pathfinder #201: Pactbreaker,,,,,,,,,,,,,,,,,Paizo
Primordial Flame,23,,,0,,"artifact, cursed, fire, light, magical",Unique,1,Pathfinder #176: Lost Mammoth Valley,,,,,,,,,,,,,,,,,Paizo
Prismatic Dust,1,,,1,,"consumable, magical",Uncommon,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Psyche Salts (Greater),17,,,3000,,"consumable, magical, potion",Rare,L,Pathfinder #214: The Broken Palace,,,,,,,,,,,,,,,,,Paizo
Psyche Salts (Lesser),5,,,30,,"consumable, magical, potion",Rare,L,Pathfinder #214: The Broken Palace,,,,,,,,,,,,,,,,,Paizo
Psyche Salts (Moderate),9,,,150,,"consumable, magical, potion",Rare,L,Pathfinder #214: The Broken Palace,,,,,,,,,,,,,,,,,Paizo
Puppetmaster Extract,8,,,85,,"alchemical, consumable, contact, poison",Uncommon,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Purloining Cloak,18,,,24000,,"apex, intelligent, invested, magical",Rare,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Purple Pepper Powder,8,,,60,,"alchemical, consumable, processed",Uncommon,,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Putrid Sack of Rotting Fruit,3,,,12,,consumable,Uncommon,L,Pathfinder Adventure: A Few Flowers More,,,,,,,,,,,,,,,,,Paizo
Puzzle Box (Simple) (Hollow),,,,,,,,,,,,,,,,,,,,,,,,,,
Puzzle Box (Challenging) (Hollow),3,,,20,,,,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Puzzle Box (Complex) (Hollow),1,,,4,,,,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Quartz-Coil Rail Transport (Greater),14,,,650,,"consumable, electricity, gadget, teleportation",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Quartz-Coil Rail Transport (Lesser),4,,,20,,"consumable, electricity, gadget, teleportation",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Quartz-Coil Rail Transport (Major),19,,,8000,,"consumable, electricity, gadget, teleportation",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Quartz-Coil Rail Transport (Moderate),9,,,150,,"consumable, electricity, gadget, teleportation",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Quick-Change Outfit,2,,,0,,,,,Pathfinder Lost Omens Firebrands,,,,,,,,,,,,,,,,,Paizo
Quickstrike,,,,,,,,,,,,,,,,,,,,,,,,,,
Radiant Spark,25,,,0,,"artifact, occult",Unique,L,Pathfinder #162: Ruins of the Radiant Siege,,,,,,,,,,,,,,,,,Paizo
Raiment,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapier Pistol,0,,,10,,"backstabber, combination, concussive, fatal-d8",Uncommon,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Rattan Armor,,,,,,,,,,,,,,,,,,,,,,,,,,
Razmiri Mask (Gold),14,,,0,,"invested, magical, common",,,Pathfinder Lost Omens Divine Mysteries,,,,,,,,,,,,,,,,,Paizo
Razmiri Mask (Porcelain),18,,,0,,"apex, invested, magical, common",,,Pathfinder Lost Omens Divine Mysteries,,,,,,,,,,,,,,,,,Paizo
Razmiri Mask (Silver),10,,,0,,"invested, magical, common",,,Pathfinder Lost Omens Divine Mysteries,,,,,,,,,,,,,,,,,Paizo
Razmiri Mask,2,,,0,,"invested, magical, common",,,Pathfinder Lost Omens Divine Mysteries,,,,,,,,,,,,,,,,,Paizo
Reading Ring (Greater),12,,,1800,,magical,,,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Reading Ring,1,,,15,,magical,,,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Reaper's Grasp,11,,,0,,"concussive, fatal-d12, kickback, magical",Unique,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Reaper's Shadow,13,,,525,,"alchemical, consumable, injury, poison, virulent, void",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Red Dragon's Breath Potion (Adult),12,,,400,,"consumable, fire, magical, potion",,L,Pathfinder Core Rulebook,,,,,,,,,,,,,,,,,Paizo
Red Dragon's Breath Potion (Wyrm),17,,,3000,,"consumable, fire, magical, potion",,L,Pathfinder Core Rulebook,,,,,,,,,,,,,,,,,Paizo
Red Dragon's Breath Potion (Young),7,,,70,,"consumable, fire, magical, potion",,L,Pathfinder Core Rulebook,,,,,,,,,,,,,,,,,Paizo
Red Hand's Satchel,21,,,0,,"artifact, divine, extradimensional, invested, magical",Unique,1,Pathfinder #206: Bring the House Down,,,,,,,,,,,,,,,,,Paizo
Redeemer's Pistol,11,,,1400,,"concealable, concussive, fatal-d10, holy, magical, mental",Unique,L,Pathfinder #180: The Smoking Gun,,,,,,,,,,,,,,,,,Paizo
Redsand Hourglass,23,,,0,,"artifact, divine",Unique,1,Pathfinder #186: Ghost King's Rage,,,,,,,,,,,,,,,,,Paizo
Reinforced Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinforcing Rune (Greater),13,,,2500,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Reinforcing Rune (Lesser),7,,,300,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Reinforcing Rune (Major),16,,,8000,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Reinforcing Rune (Minor),4,,,75,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Reinforcing Rune (Moderate),10,,,900,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Reinforcing Rune (Supreme),19,,,32000,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Rending Gauntlets (Greater),19,,,32000,,"invested, magical",Uncommon,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Rending Gauntlets (Lesser),5,,,130,,"invested, magical",Uncommon,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Rending Gauntlets (Moderate),12,,,1700,,"invested, magical",Uncommon,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Repeating Crossbow Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,
Repeating Hand Crossbow Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,
Repeating Heavy Crossbow Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,
Repeating Crossbow,1,,,15,,repeating,Uncommon,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Repeating Hand Crossbow,1,,,10,,repeating,Uncommon,L,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Repeating Heavy Crossbow,1,,,20,,repeating,Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Resilient (Greater),14,,,3440,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Resilient (Major),20,,,49440,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Retribution,,,,,,,,,,,,,,,,,,,,,,,,,,
Returning Starknife,8,,,430,,"agile, finesse, magical, thrown-20",Uncommon,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Ridill,,,,,,,,,,,,,,,,,,,,,,,,,,
Right of Retribution,8,,,0,,"contract, invested, magical",Rare,,Pathfinder #164: Hands of the Devil,,,,,,,,,,,,,,,,,Paizo
Ring of Bestial Friendship,9,,,600,,"cursed, invested, magical",Unique,,Pathfinder Kingmaker,,,,,,,,,,,,,,,,,Paizo
Ring of Sigils (Greater),6,,,225,,"arcane, invested",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Ring of Sigils,1,,,20,,"arcane, invested",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Ring of Truth,10,,,0,,"cursed, invested, magical",Rare,,Pathfinder Gamemastery Guide,,,,,,,,,,,,,,,,,Paizo
Rite of Reinforcement Exoskeleton,1,,,0,,comfort,Rare,,Pathfinder Lost Omens The Mwangi Expanse,,,,,,,,,,,,,,,,,Paizo
Robe of Feathers Fall,8,,,0,,invested,,L,Pathfinder Blog: April Fools,,,,,,,,,,,,,,,,,Paizo
Roc-Shaft Arrow (Greater),15,,,1000,,"consumable, magical",Uncommon,,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Roc-Shaft Arrow (Lesser),5,,,24,,"consumable, magical",Uncommon,,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Roc-Shaft Arrow (Moderate),10,,,160,,"consumable, magical",Uncommon,,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Rod of Razors,15,,,1300,,"magical, reach, tech, versatile-s",Rare,,Pathfinder Kingmaker,,,,,,,,,,,,,,,,,Paizo
Rowan Rifle,16,,,0,,"backstabber, concussive, fatal-d12, primal",Unique,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Rune of Sin (Envy),12,,,1700,,"arcane, invested, tattoo",Uncommon,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Rune of Sin (Gluttony),12,,,1700,,"arcane, invested, tattoo",Uncommon,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Rune of Sin (Greed),12,,,1700,,"arcane, invested, tattoo",Uncommon,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Rune of Sin (Lust),12,,,1700,,"arcane, invested, tattoo",Uncommon,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Rune of Sin (Pride),12,,,1700,,"arcane, illusion, invested, tattoo",Uncommon,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Rune of Sin (Sloth),12,,,1700,,"arcane, invested, tattoo",Uncommon,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Rune of Sin (Wrath),12,,,1700,,"arcane, invested, tattoo",Uncommon,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Runestone,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Valkyrie Helm,19,,,40000,,"apex, holy, invested, magical",Rare,L,Pathfinder #206: Bring the House Down,,,,,,,,,,,,,,,,,Paizo
Sage's Bloom,5,,,50,,"consumable, magical, talisman",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Sakura's Sprig,5,,,0,,"consumable, magical, talisman",Rare,,"Pathfinder Society Scenario #6-05: Silver Bark, Golden Blades",,,,,,,,,,,,,,,,,Paizo
sambuca,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale of Igroon,21,,,0,,primal,Rare,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Scarlet Queen,12,,,2000,,"combination, concussive, fatal-d10, fire, magical",Rare,2,Pathfinder Lost Omens Highhelm,,,,,,,,,,,,,,,,,Paizo
Scene Stealer's Tunic,13,,,3000,,"comfort, invested",Unique,L,Pathfinder #204: Stage Fright,,,,,,,,,,,,,,,,,Paizo
Scope of Limning,10,,,900,,magical,,L,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Scope of Truth,13,,,3000,,magical,,L,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Screech Shooter (Greater),13,,,3000,,"kickback, magical",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Screech Shooter (Major),17,,,15000,,"kickback, magical",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Screech Shooter,9,,,700,,"kickback, magical",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Scroll of 10th-rank Spell,19,,,8000,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 1st-rank Spell,1,,,4,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 2nd-rank Spell,3,,,12,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 3rd-rank Spell,5,,,30,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 4th-rank Spell,7,,,70,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 5th-rank Spell,9,,,150,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 6th-rank Spell,11,,,300,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 7th-rank Spell,13,,,600,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 8th-rank Spell,15,,,1300,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Scroll of 9th-rank Spell,17,,,3000,,"consumable, magical, scroll",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Seed Pod of Rooted Wisdom,2,,,7,,"consumable, magical, mental, plant",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Self-Emptying Pocket,9,,,0,,"contract, invested, magical",Rare,,Pathfinder Dark Archive,,,,,,,,,,,,,,,,,Paizo
Serithtial,,,,,,,,,,,,,,,,,,,,,,,,,,
Serpent Dagger,5,,,150,,"agile, finesse, magical, poison, thrown-10, versatile-s",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Seven-Color Raw Fish Salad,8,,,88,,"consumable, fortune, magical",,1,Pathfinder Blog,,,,,,,,,,,,,,,,,Paizo
Shadefield Knife,9,,,650,,"agile, finesse, magical, thrown-10, versatile-s",Rare,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Shadewither Key,22,,,0,,"artifact, cursed, illusion, invested, primal, shadow",Unique,,Pathfinder #187: The Seventh Arch,,,,,,,,,,,,,,,,,Paizo
"Shadowed Scale, the Jungle Secret",22,,,0,,"artifact, invested, magical, primal",Unique,L,Pathfinder #174: Shadows of the Ancients,,,,,,,,,,,,,,,,,Paizo
shadowpiercer,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaping Sweet,2,,,6,,"consumable, magical",Rare,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Shard of Self-Destruction,5,,,0,,"cursed, magical",Rare,L,Pathfinder War of Immortals,,,,,,,,,,,,,,,,,Paizo
Shared-Pain Sankeit,14,,,5,,"cursed, invested, laminar, magical",Rare,3,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Shield Sconce,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield Augmentations,0,,,8,,adjustment,uncommon,,Pathfinder Lost Omens Grand Bazaar pg. 104,,,,,,,,,,,,,,,,,Paizo
Shield Pistol,0,,,6,,"attached-to-shield, concussive, fatal-d8",Uncommon,1,Pathfinder Lost Omens Firebrands,,,,,,,,,,,,,,,,,Paizo
Shifter Prosthesis,6,,,210,,"invested, magical",,1,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Shining Symbol (Greater),9,,,650,,"divine, invested, light",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Shining Symbol (Major),17,,,13500,,"divine, invested, light",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Shining Symbol,3,,,55,,"divine, invested, light",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Shobhad Longrifle,1,,,20,,"backstabber, concussive, fatal-d12, kickback, volley-30",Rare,1,Pathfinder #173: Doorway to the Red Star,,,,,,,,,,,,,,,,,Paizo
Shockguard Coil,10,,,175,,"consumable, magical, talisman",Rare,,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Shockwave,,,,,,,,,,,,,,,,,,,,,,,,,,
Shot of the First Vault,23,,,0,,"artifact, divine",Rare,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Shrine Inarizushi,1,,,0,,"consumable, divine",,L,Pathfinder Blog,,,,,,,,,,,,,,,,,Paizo
Sibling's Coin,1,,,10,,,Uncommon,,Pathfinder Dark Archive,,,,,,,,,,,,,,,,,Paizo
Signifier's Mask,,,,,,,,,,,,,,,,,,,,,,,,,,
Silencer,,,,,,,,,,,,,,,,,,,,,,,,,,
Silencing Shot,11,,,300,,"consumable, illusion, magical",,,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Silvanshee Collar,19,,,40000,,"apex, holy, invested, magical",Rare,L,Pathfinder #206: Bring the House Down,,,,,,,,,,,,,,,,,Paizo
Silver Orb (Powder),12,,,400,,"alchemical, bomb, consumable",Uncommon,L,Pathfinder Wake the Dead #1 pg. 27,,,,,,,,,,,,,,,,,Paizo
Silver Tripod,1,,,3,,"consumable, force, magical, talisman",,,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Silver,2+,,,,,precious,,,Pathfinder GM Core pg. 254,,,,,,,,,,,,,,,,,Paizo
Sinew-Song,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisterstone Chunk,3,,,20,,precious,Rare,L,Pathfinder #183: Field of Maidens,,,,,,,,,,,,,,,,,Paizo
Sisterstone Ingot,3,,,200,,precious,Rare,1,Pathfinder #183: Field of Maidens,,,,,,,,,,,,,,,,,Paizo
Size-Changing,,,,,,,,,,,,,,,,,,,,,,,,,,
Skirmisher's Coat,11,,,1300,,"invested, magical",Rare,L,Pathfinder #210: Whispers in the Dirt,,,,,,,,,,,,,,,,,Paizo
Skitter Knot (Greater),11,,,275,,"consumable, magical, talisman",Rare,,Pathfinder #201: Pactbreaker,,,,,,,,,,,,,,,,,Paizo
Skitter Knot (Lesser),6,,,50,,"consumable, magical, talisman",Rare,,Pathfinder #201: Pactbreaker,,,,,,,,,,,,,,,,,Paizo
Skitter Knot (Major),16,,,1800,,"consumable, magical, talisman",Rare,,Pathfinder #201: Pactbreaker,,,,,,,,,,,,,,,,,Paizo
Skybearer's Belt,,,,,,,,,,,,,,,,,,,,,,,,,,
Skysunder,,,,,,,,,,,,,,,,,,,,,,,,,,
Slide Pistol,1,,,16,,"capacity-5, concussive, fatal-d10",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Sling Bullets,,,,,,,,,,,,,,,,,,,,,,,,,,
Sling Darts,,,,,,,,,,,,,,,,,,,,,,,,,,
Slithermaw's Bane (Heroic),20,,,0,,"apex, artifact, flexible, intelligent, invested, magical",Unique,L,Pathfinder #212: A Voice in the Blight,,,,,,,,,,,,,,,,,Paizo
Slithermaw's Bane,15,,,6500,,"flexible, invested, magical",Unique,L,Pathfinder #211: The Secret of Deathstalk Tower,,,,,,,,,,,,,,,,,Paizo
Smoky Hag Eye,8,,,450,,"invested, occult, scrying",Rare,,Pathfinder #182: Graveclaw,,,,,,,,,,,,,,,,,Paizo
Snowcaster's Staff,12,,,1800,,"magical, monk, staff, two-hand-d8",Rare,1,Pathfinder #210: Whispers in the Dirt,,,,,,,,,,,,,,,,,Paizo
Society Portrait,6,,,210,,"magical, uncommon",,1,Pathfinder Dark Archive,,,,,,,,,,,,,,,,,Paizo
Solar Shellflower,5,,,160,,"concussive, fatal-d10, magical",Uncommon,1,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Solidified Moment of Time,,,,,,,,,,,,,,,,,,,,,,,,,,
Soulcutter (Heroic),20,,,0,,"apex, artifact, elf, finesse, forceful, intelligent, invested, magical",,2,Pathfinder #212: A Voice in the Blight,,,,,,,,,,,,,,,,,Paizo
soulcutter,,,,,,,,,,,,,,,,,,,,,,,,,,
Soulfeeding Mask,17,,,15000,,"invested, magical, unholy",Rare,,"Pathfinder #205: Singer, Stalker, Skinsaw Man",,,,,,,,,,,,,,,,,Paizo
Soulspark Candle,20,,,0,,"artifact, consecration, divine",Rare,,Pathfinder #186: Ghost King's Rage,,,,,,,,,,,,,,,,,Paizo
Spare Wax Cylinder,6,,,3,,,Rare,L,Pathfinder Lost Omens Legends,,,,,,,,,,,,,,,,,Paizo
Spark Dancer,13,,,2900,,"arcane, capacity-3, concussive, fatal-d8, fire",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spark Wafer,1,,,3,,"alchemical, consumable, fire, light",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Sparkwarden,,,,,,,,,,,,,,,,,,,,,,,,,,
Spear of the Destroyer's Flame,20,,,0,,"artifact, magical, reach",Unique,2,Pathfinder Lost Omens Monsters of Myth,,,,,,,,,,,,,,,,,Paizo
Special Ingredient,3,,,0,,,Rare,L,Pathfinder Kingmaker,,,,,,,,,,,,,,,,,Paizo
Specialist's Ring (Abjuration),10,,,1000,,"focused, invested, magical",,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Specialist's Ring (Conjuration),10,,,1000,,"focused, invested, magical",,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Specialist's Ring (Divination),10,,,1000,,"focused, invested, magical",,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Specialist's Ring (Enchantment),10,,,1000,,"focused, invested, magical",,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Specialist's Ring (Evocation),10,,,1000,,"focused, invested, magical",,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Specialist's Ring (Illusion),10,,,1000,,"focused, illusion, invested, magical",,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Specialist's Ring (Necromancy),10,,,1000,,"focused, invested, magical",,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Specialist's Ring (Transmutation),10,,,1000,,"focused, invested, magical",,,Pathfinder Secrets of Magic,,,,,,,,,,,,,,,,,Paizo
Spectacles of Discernment,13,,,3000,,magical,Unique,L,Pathfinder #204: Stage Fright,,,,,,,,,,,,,,,,,Paizo
Spell Reservoir,13,,,2700,,magical,Uncommon,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Spellbreaking (Abjuration),13,,,3000,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spellbreaking (Conjuration),13,,,3000,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spellbreaking (Divination),13,,,3000,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spellbreaking (Enchantment),13,,,3000,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spellbreaking (Evocation),13,,,3000,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spellbreaking (Illusion),13,,,3000,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spellbreaking (Necromancy),13,,,3000,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spellbreaking (Transmutation),13,,,3000,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
