item,path,target_layout,possible_database_matches,export_errors,Name,Source,Rarity,Traits,ItemLevel,AddedPrice,AddedPricePerBulk,Prerequisite,Type,Publisher_Source,Subtype,Cost,Curse,Bulk,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist
Double-Barreled Musket,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\double-barreled-musket.md,basic,,,Double-Barreled Musket,Pathfinder Guns & Gears pg. 152,uncommon,"concussive, double-barrel, fatal-d10",1,,,,Martial Ranged,Paizo,,11,,1,,,,,,,,,,,,,,,,
Double-Barreled Pistol,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\double-barreled-pistol.md,basic,,,Double-Barreled Pistol,Pathfinder Guns & Gears pg. 152,uncommon,"concussive, double-barrel, fatal-d8",0,,,,Martial Ranged,Paizo,,6,,1,,,,,,,,,,,,,,,,
Dr. Ushernacht's Astonishing Ink (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dr.-ushernachts-astonishing-ink-major.md,worn_item,,,Dr. Ushernacht's Astonishing Ink (Major),Pathfinder Lost Omens Rival Academies pg. 89,uncommon,"alchemical, consumable",10,,,,,Paizo,,160,,L,,,,,,,,,,,,,,,,
Dr. Ushernacht's Astonishing Ink (Minor),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dr.-ushernachts-astonishing-ink-minor.md,worn_item,,,Dr. Ushernacht's Astonishing Ink (Minor),Pathfinder Lost Omens Rival Academies pg. 89,uncommon,"alchemical, consumable",3,,,,,Paizo,,10,,L,,,,,,,,,,,,,,,,
Dr. Ushernacht's Astonishing Ink (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dr.-ushernachts-astonishing-ink-moderate.md,worn_item,,,Dr. Ushernacht's Astonishing Ink (Moderate),Pathfinder Lost Omens Rival Academies pg. 89,uncommon,"alchemical, consumable",10,,,,,Paizo,,160,,L,,,,,,,,,,,,,,,,
Draconal Mask,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\draconal-mask.md,worn_item,,,Draconal Mask,Pathfinder #206: Bring the House Down pg. 81,rare,"apex, holy, invested, magical",19,,,,,Paizo,,40000,,L,,,,,,,,,,,,,,,,
Dragon-Lotus Drum,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragon-lotus-drum.md,worn_item,,,Dragon-Lotus Drum,Pathfinder War of Immortals pg. 150,unique,"artifact, magical, mythic",24,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Dragon Mouth Pistol,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragon-mouth-pistol.md,basic,,,Dragon Mouth Pistol,Pathfinder NPC Core pg. 50,uncommon,"concussive, scatter 5ft.",0,,,,Martial Ranged,Paizo,,7,,,,,,,,,,,,,,,,,,
Dragon Turtle Plate,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragon-turtle-plate.md,worn_item,Dragon Turtle Scale; Dragon Turtle Artillery; Dragonplate,,Dragon Turtle Plate,Pathfinder Treasure Vault pg. 15,,"aquadynamic, invested, magical",9,,,,,Paizo,,700,,3,,,,,,,,,,,,,,,,
Dragon Turtle Scale (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragon-turtle-scale-(greater).md,worn_item,Dragon Turtle Scale; Dragon Turtle Armor,,Dragon Turtle Scale (Greater),Pathfinder GM Core pg. 264,,"consumable, magical, talisman",8,,,,,Paizo,,75,,,,,,,,,,,,,,,,,,
Dragonclaw Scutcheon,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragonclaw-scutcheon.md,worn_item,Dragonclaw Scutcheon - Omen; Dragonclaw Scutcheon - Mirage; Dragonclaw Scutcheon - Horned,,Dragonclaw Scutcheon,Pathfinder Treasure Vault pg. 173,,"consumable, magical, talisman",16,,,,,Paizo,,1600,,,,,,,,,,,,,,,,,,
Dragonhide Armor (High Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragonhide-armor-high-grade.md,material,Dragonhide Armor - Primal (High-Grade); Dragonhide Armor - Occult (High-Grade); Dragonhide Armor - Divine (High-Grade),,Dragonhide Armor (High Grade),Pathfinder Player Core 2 pg. 276,uncommon,,19,32000,3200,,,Paizo,,,,,,,,,,,,,,,,,,,,
Dragonhide Armor (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragonhide-armor-standard-grade.md,material,Dragonhide Armor - Primal (Standard-Grade); Dragonhide Armor - Occult (Standard-Grade); Dragonhide Armor - Divine (Standard Grade),,Dragonhide Armor (Standard Grade),Pathfinder Player Core 2 pg. 276,uncommon,,12,1600,160,,,Paizo,,,,,,,,,,,,,,,,,,,,
Dragonhide Buckler (High Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragonhide-buckler-high-grade.md,material,Dragonhide (High-Grade Red); Dragonhide (High-Grade Gold); Dragonhide (High-Grade Blue),,Dragonhide Buckler (High Grade),Pathfinder Player Core 2 pg. 277,uncommon,,16,8000,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Dragonhide Buckler (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragonhide-buckler-standard-grade.md,material,Dragonhide Shield - Primal (Standard-Grade); Dragonhide Shield - Arcane (Standard-Grade); Dragonhide Armor - Primal (Standard-Grade),,Dragonhide Buckler (Standard Grade),Pathfinder Player Core 2 pg. 277,uncommon,,8,400,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Dragonhide Shield (High Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragonhide-shield-high-grade.md,material,Dragonhide Shield - Primal (High-Grade); Dragonhide Shield - Occult (High-Grade); Dragonhide Shield - Divine (High-Grade),,Dragonhide Shield (High Grade),Pathfinder Player Core 2 pg. 277,uncommon,,16,8800,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Dragonhide Shield (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragonhide-shield-standard-grade.md,material,Dragonhide Shield - Primal (Standard-Grade); Dragonhide Shield - Occult (Standard-Grade); Dragonhide Shield - Divine (Standard-Grade),,Dragonhide Shield (Standard Grade),Pathfinder Player Core 2 pg. 277,uncommon,,8,440,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Dragonhide,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragonhide.md,worn_item,Dragonhide (Red); Dragonhide (Gold); Dragonhide (Blue),,Dragonhide,Pathfinder Player Core 2 pg. 276,uncommon,precious,0,,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Dragon's Blood Pudding,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragons-blood-pudding.md,worn_item,Dragon's Blood Pudding (Major); Dragon's Blood Pudding (Greater); Dragon's Blood Pudding (Moderate),,Dragon's Blood Pudding,Pathfinder Lost Omens The Grand Bazaar pg. 46,uncommon,"alchemical, consumable",2,,,,,Paizo,,5,,L,,,,,,,,,,,,,,,,
Dragon's Crest,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragons-crest.md,worn_item,Dragon's Creast; Dragonscale Staff,,Dragon's Crest,Pathfinder Lost Omens The Grand Bazaar pg. 104,uncommon,adjustment,1,,,,,Paizo,,10,,,,,,,,,,,,,,,,,,
Dragontooth Leiomano,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragontooth-leiomano.md,worn_item,,,Dragontooth Leiomano,Pathfinder Treasure Vault pg. 36,uncommon,"fatal-d10, magical, versatile-s",13,,,,,Paizo,,3000,,1,,,,,,,,,,,,,,,,
Dragontooth Trophy,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dragontooth-trophy.md,worn_item,Dragontooth Trophy - Omen; Dragontooth Trophy - Mirage; Dragontooth Trophy - Horned,,Dragontooth Trophy,Pathfinder Treasure Vault pg. 93,,"consumable, magical, talisman",14,,,,,Paizo,,800,,,,,,,,,,,,,,,,,,
Drake Rifle,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\drake-rifle.md,basic,,,Drake Rifle,Pathfinder Guns & Gears pg. 154,uncommon,magical,4,,,,Martial Ranged,Paizo,,100,,2,,,,,,,,,,,,,,,,
Dream Lens,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dream-lens.md,worn_item,Dream Pollen Snare,,Dream Lens,Pathfinder #200: Seven Dooms for Sandpoint pg. 182,rare,"artifact, magical",20,,,,,Paizo,,0,,10,,,,,,,,,,,,,,,,
Dreaming Round,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dreaming-round.md,worn_item,,,Dreaming Round,Pathfinder Guns & Gears pg. 169,uncommon,"consumable, incapacitation, magical, mental, sleep",14,,,,,Paizo,,900,,,,,,,,,,,,,,,,,,
Drop of Convergent Waters,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\drop-of-convergent-waters.md,worn_item,,,Drop of Convergent Waters,Pathfinder Lost Omens Rival Academies pg. 79,rare,"consumable, magical, talisman, water",2,,,,,Paizo,,7,,,,,,,,,,,,,,,,,,
Drumish Pearl Token,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\drumish-pearl-token.md,worn_item,,,Drumish Pearl Token,Pathfinder #210: Whispers in the Dirt pg. 79,rare,"invested, magical",11,,,,,Paizo,,1200,,,,,,,,,,,,,,,,,,
Duchy Defender,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duchy-defender.md,basic,,,Duchy Defender,Pathfinder Guns & Gears pg. 162,rare,"concussive, fatal-d10, intelligent, occult",13,,,,Simple Ranged,Paizo,,0,,1,,,,,,,,,,,,,,,,
Dueling Pistol,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dueling-pistol.md,basic,,,Dueling Pistol,Pathfinder NPC Core pg. 50,uncommon,"concealable, concussive, fatal-d10",1,,,,Martial Ranged,Paizo,,12,,L,,,,,,,,,,,,,,,,
Dullahan Codex,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dullahan-codex.md,worn_item,,,Dullahan Codex,Pathfinder Treasure Vault,unique,"cursed, grimoire, magical",20,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Durian Bomb (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\durian-bomb-greater.md,worn_item,Junk Bomb (Greater); Skunk Bomb (Greater); Mud Bomb (Greater),,Durian Bomb (Greater),Pathfinder #203: Shepherd of Decay pg. 77,uncommon,"alchemical, bomb, consumable, olfactory, plant, splash",11,,,,,Paizo,,275,,L,,,,,,,,,,,,,,,,
Durian Bomb (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\durian-bomb-lesser.md,worn_item,Junk Bomb (Lesser); Skunk Bomb (Lesser); Mud Bomb (Lesser),,Durian Bomb (Lesser),Pathfinder #203: Shepherd of Decay pg. 77,uncommon,"alchemical, bomb, consumable, olfactory, plant, splash",1,,,,,Paizo,,4,,L,,,,,,,,,,,,,,,,
Durian Bomb (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\durian-bomb-major.md,worn_item,Junk Bomb (Major); Skunk Bomb (Major); Mud Bomb (Major),,Durian Bomb (Major),Pathfinder #203: Shepherd of Decay pg. 77,uncommon,"alchemical, bomb, consumable, olfactory, plant, splash",17,,,,,Paizo,,2750,,L,,,,,,,,,,,,,,,,
Durian Bomb (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\durian-bomb-moderate.md,worn_item,Junk Bomb (Moderate); Skunk Bomb (Moderate); Mud Bomb (Moderate),,Durian Bomb (Moderate),Pathfinder #203: Shepherd of Decay pg. 77,uncommon,"alchemical, bomb, consumable, olfactory, plant, splash",3,,,,,Paizo,,12,,L,,,,,,,,,,,,,,,,
Duskwood Branch,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-branch.md,worn_item,Darkwood Branch,,Duskwood Branch,Pathfinder GM Core pg. 254,uncommon,precious,8,,,,,Paizo,,500,,,,,,,,,,,,,,,,,,
Duskwood Buckler (High Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-buckler-high-grade.md,material,Duskwood Armor (High-Grade); Duskwood Weapon (High-Grade),,Duskwood Buckler (High Grade),Pathfinder GM Core pg. 233,uncommon,,16,8000,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Duskwood Buckler (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-buckler-standard-grade.md,material,Duskwood Armor (Standard-Grade); Duskwood Weapon (Standard-Grade); Darkwood Shield (Standard-Grade),,Duskwood Buckler (Standard Grade),Pathfinder GM Core pg. 233,uncommon,,8,400,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Duskwood Lumber,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-lumber.md,worn_item,Darkwood Lumber,,Duskwood Lumber,Pathfinder GM Core pg. 254,uncommon,precious,8,,,,,Paizo,,5000,,,,,,,,,,,,,,,,,,
Duskwood Object (High Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-object-high-grade.md,material,Duskwood Armor (High-Grade); Duskwood Weapon (High-Grade),,Duskwood Object (High Grade),Pathfinder GM Core pg. 254,uncommon,precious,16,6000,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Duskwood Object (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-object-standard-grade.md,material,Duskwood Armor (Standard-Grade); Duskwood Weapon (Standard-Grade); Darkwood Shield (Standard-Grade),,Duskwood Object (Standard Grade),Pathfinder GM Core pg. 254,uncommon,precious,8,350,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Duskwood Shield (High Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-shield-high-grade.md,material,Darkwood Shield (High-Grade); Duskwood Weapon (High-Grade); Duskwood Armor (High-Grade),,Duskwood Shield (High Grade),Pathfinder GM Core pg. 233,uncommon,,16,8800,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Duskwood Shield (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-shield-standard-grade.md,material,Darkwood Shield (Standard-Grade); Duskwood Weapon (Standard-Grade); Duskwood Armor (Standard-Grade),,Duskwood Shield (Standard Grade),Pathfinder GM Core pg. 233,uncommon,,8,440,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Duskwood Tower Shield (High Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-tower-shield-high-grade.md,material,Darkwood Shield (High-Grade); Duskwood Weapon (High-Grade); Silver Shield (High-Grade),,Duskwood Tower Shield (High Grade),Pathfinder GM Core pg. 233,uncommon,,16,11200,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Duskwood Tower Shield (Standard Grade),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood-tower-shield-standard-grade.md,material,Darkwood Shield (Standard-Grade); Duskwood Weapon (Standard-Grade); Silver Shield (Standard-Grade),,Duskwood Tower Shield (Standard Grade),Pathfinder GM Core pg. 233,uncommon,,8,560,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Duskwood,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\duskwood.md,worn_item,,,Duskwood,Pathfinder GM Core pg. 254,uncommon,precious,0,,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Dust Goggles,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dust-goggles.md,worn_item,Stalk Goggles; Day Goggles,,Dust Goggles,"Pathfinder #208: Hoof, Cinder, and Storm pg. 80",uncommon,magical,8,,,,,Paizo,,250,,,,,,,,,,,,,,,,,,
Dwarven Scattergun,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\D\dwarven-scattergun.md,basic,,,Dwarven Scattergun,Pathfinder Guns & Gears pg. 153,uncommon,"concussive, dwarf, kickback, scatter-10",1,,,,Advanced Ranged,Paizo,,10,,2,,,,,,,,,,,,,,,,
Earplugs,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\earplugs.md,worn_item,,,Earplugs,Pathfinder Guns and Gears pg. 179,,,0,,,,,Paizo,,1,,,,,,,,,,,,,,,,,,
Ebon Fulcrum Lens,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\ebon-fulcrum-lens.md,worn_item,,,Ebon Fulcrum Lens,Pathfinder Abomination Vaults Hardcover Compilation pg. 75,unique,"invested, occult",12,,,,,Paizo,,2000,,L,,,,,,,,,,,,,,,,
Echo Token,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\echo-token.md,worn_item,,,Echo Token,Pathfinder Lost Omens Rival Academies pg. 29,rare,"consumable, magical",1,,,,,Paizo,,3,,L,,,,,,,,,,,,,,,,
Eclipse,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\eclipse.md,worn_item,,,Eclipse,Pathfinder #146 Cult of Cinders pg. 72,Unique,"evocation, light, magical, agile, deadly d6, finesse, thrown 20ft, versatile s",8,,,,,Paizo,,450,,,,,,,,,,,,,,,,,,
Elder Sign,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\elder-sign.md,worn_item,,,Elder Sign,Pathfinder Gamemastery Guide pg. 108,rare,"artifact, occult",25,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Electrocable,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\electrocable.md,worn_item,,,Electrocable,Pathfinder Guns and Gears pg. 87,rare,"electricity, fire",3,,,,,Paizo,,45,,,,,,,,,,,,,,,,,,
Electromuscular Stimulator,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\electromuscular-stimulator.md,worn_item,,,Electromuscular Stimulator,Pathfinder Guns & Gears pg. 68,rare,"consumable, gadget",5,,,,,Paizo,,30,,1,,,,,,,,,,,,,,,,
Elemental Ammunition (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\elemental-ammunition-greater.md,worn_item,Elemental Ammunition - Fire  (Greater); Elemental Ammunition - Cold  (Greater); Elemental Ammunition - Acid  (Greater),,Elemental Ammunition (Greater),Pathfinder Treasure Vault pg. 42,,"damage type, alchemical, consumable, splash",11,,,,,Paizo,,210,,,,,,,,,,,,,,,,,,
Elemental Ammunition (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\elemental-ammunition-lesser.md,worn_item,Elemental Ammunition - Fire (Lesser); Elemental Ammunition - Cold (Lesser); Elemental Ammunition - Acid (Lesser),,Elemental Ammunition (Lesser),Pathfinder Treasure Vault pg. 42,,"damage type, alchemical, consumable, splash",1,,,,,Paizo,,3,,,,,,,,,,,,,,,,,,
Elemental Ammunition (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\elemental-ammunition-moderate.md,worn_item,Elemental Ammunition - Fire (Moderate); Elemental Ammunition - Cold (Moderate); Elemental Ammunition - Acid (Moderate),,Elemental Ammunition (Moderate),Pathfinder Treasure Vault pg. 42,,"acid, alchemical, consumable, splash",5,,,,,Paizo,,21,,,,,,,,,,,,,,,,,,
Elemental Fragment (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\elemental-fragment-greater.md,worn_item,Elemental Fragment - Air (Greater); Elemental Fragment - Wood (Greater); Elemental Fragment - Fire (Greater),,Elemental Fragment (Greater),Pathfinder Rage of Elements pg. 224,uncommon,"consumable, magical",12,,,,,Paizo,,300,,,,,,,,,,,,,,,,,,
Elemental Fragment (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\elemental-fragment-major.md,worn_item,Elemental Fragment - Air (Major); Elemental Fragment - Wood (Major); Elemental Fragment - Fire (Major),,Elemental Fragment (Major),Pathfinder Rage of Elements pg. 224,uncommon,"consumable, magical",14,,,,,Paizo,,500,,,,,,,,,,,,,,,,,,
Elemental Fragment,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\elemental-fragment.md,worn_item,Elemental Fragment - Air (Major); Elemental Fragment - Wood (Major); Elemental Fragment - Fire (Major),,Elemental Fragment,Pathfinder Rage of Elements pg. 224,uncommon,"consumable, magical",10,,,,,Paizo,,200,,,,,,,,,,,,,,,,,,
Elemental Gem,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\elemental-gem.md,worn_item,Elemental Gem - Blue-Green,,Elemental Gem,Pathfinder Core Rulebook pg. 570,,"consumable, magical",10,,,,,Paizo,,200,,,,,,,,,,,,,,,,,,
Emerald Fulcrum Lens,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\emerald-fulcrum-lens.md,worn_item,,,Emerald Fulcrum Lens,Pathfinder #165: Eyes of Empty Death,,"invested, occult, void, unique",10,,,,,Paizo,,1000,,3,,,,,,,,,,,,,,,,
Emerald Grasshopper (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\emerald-grasshopper-greater.md,worn_item,Emerald Grasshopper,,Emerald Grasshopper (Greater),Pathfinder GM Core pg. 264,,"consumable, magical, talisman",9,,,,,Paizo,,150,,,,,,,,,,,,,,,,,,
Empathy Charm,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\empathy-charm.md,worn_item,,,Empathy Charm,Pathfinder Treasure Vault pg. 105,uncommon,"companion, magical",2,,,,,Paizo,,35,,,,,,,,,,,,,,,,,,
Empty Hand Marking,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\empty-hand-marking.md,worn_item,,,Empty Hand Marking,Pathfinder #207: The Resurrection Flood pg. 79,rare,"invested, magical, tattoo",5,,,,,Paizo,,135,,,,,,,,,,,,,,,,,,
Energized Cartridge,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\energized-cartridge.md,worn_item,,,Energized Cartridge,Pathfinder Guns & Gears pg. 184,,"consumable, magical, talisman",4,,,,,Paizo,,20,,,,,,,,,,,,,,,,,,
Energizing Treat,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\energizing-treat.md,worn_item,Energizing Tea; Energizing; Energizing Lattice,,Energizing Treat,Pathfinder Treasure Vault pg. 96,,"consumable, magical",7,,,,,Paizo,,70,,,,,,,,,,,,,,,,,,
Energy Breath Potion (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\energy-breath-potion-greater.md,worn_item,Energy Breath Potion - Fire (Greater); Energy Breath Potion - Cold (Greater); Energy Breath Potion - Acid (Greater),,Energy Breath Potion (Greater),Pathfinder GM Core pg. 259,,"consumable, magical, potion",17,,,,,Paizo,,3000,,L,,,,,,,,,,,,,,,,
Energy Breath Potion (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\energy-breath-potion-lesser.md,worn_item,Energy Breath Potion - Fire (Lesser); Energy Breath Potion - Cold (Lesser); Energy Breath Potion - Acid (Lesser),,Energy Breath Potion (Lesser),Pathfinder GM Core pg. 259,,"consumable, magical, potion",7,,,,,Paizo,,70,,L,,,,,,,,,,,,,,,,
Energy Breath Potion (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\energy-breath-potion-moderate.md,worn_item,Energy Breath Potion - Fire (Moderate); Energy Breath Potion - Cold (Moderate); Energy Breath Potion - Acid (Moderate),,Energy Breath Potion (Moderate),Pathfinder GM Core pg. 259,,"acid, consumable, magical, potion",12,,,,,Paizo,,400,,L,,,,,,,,,,,,,,,,
Energy Mutagen (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\energy-mutagen-greater.md,worn_item,Energy Mutagen - Fire (Greater); Energy Mutagen - Cold (Greater); Energy Mutagen - Acid (Greater),,Energy Mutagen (Greater),Pathfinder Treasure Vault pg. 60,,"alchemical, consumable, elixir, mutagen, polymorph",11,,,,,Paizo,,300,,L,,,,,,,,,,,,,,,,
Energy Mutagen (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\E\energy-mutagen-lesser.md,worn_item,Energy Mutagen - Fire (Lesser); Energy Mutagen - Cold (Lesser); Energy Mutagen - Acid (Lesser),,Energy Mutagen (Lesser),Pathfinder Treasure Vault pg. 60,,"alchemical, consumable, elixir, mutagen, polymorph",1,,,,,Paizo,,4,,L,,,,,,,,,,,,,,,,
